Phrase,Sentiment,Tokens
the staff are great the ambiance is great,1,"['staff', 'great', 'ambiance', 'great']"
he deserves 5 stars,1,"['deserves', 'stars']"
i left with a stomach ache and felt sick the rest of the day,0,"['left', 'stomach', 'ache', 'felt', 'sick', 'rest', 'day']"
they dropped more than the ball,0,"['dropped', 'ball']"
the dining space is tiny but elegantly decorated and comfortable,1,"['dining', 'space', 'tiny', 'elegantly', 'decorated', 'comfortable']"
they will customize your order any way youd like my usual is eggplant with green bean stir fry love it,1,"['customize', 'order', 'way', 'youd', 'like', 'usual', 'eggplant', 'green', 'bean', 'stir', 'fry', 'love']"
and the beans and rice were mediocre at best,0,"['beans', 'rice', 'mediocre', 'best']"
best tacos in town by far,1,"['best', 'tacos', 'town', 'far']"
i took back my money and got outta there,0,"['took', 'back', 'money', 'got', 'outta']"
in an interesting part of town this place is amazing,1,"['interesting', 'part', 'town', 'place', 'amazing']"
rude  inconsiderate management,0,"['rude', 'inconsiderate', 'management']"
the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first 10 minutes,0,"['staff', 'friendly', 'wait', 'times', 'served', 'horrible', 'one', 'even', 'says', 'hi', 'first', 'minutes']"
i wont be back,0,"['wont', 'back']"
they have great dinners,1,"['great', 'dinners']"
the service was outshining  i definitely recommend the halibut,1,"['service', 'outshining', 'definitely', 'recommend', 'halibut']"
the food was terrible,0,"['food', 'terrible']"
will never ever go back and have told many people what had happened,0,"['never', 'ever', 'go', 'back', 'told', 'many', 'people', 'happened']"
i dont recommend unless your car breaks down in front of it and you are starving,0,"['dont', 'recommend', 'unless', 'car', 'breaks', 'front', 'starving']"
i will come back here every time im in vegas,1,"['come', 'back', 'every', 'time', 'im', 'vegas']"
this place deserves one star and 90 has to do with the food,0,"['place', 'deserves', 'one', 'star', 'food']"
this is a disgrace,0,['disgrace']
def coming back to bowl next time,1,"['def', 'coming', 'back', 'bowl', 'next', 'time']"
if you want healthy authentic or ethic food try this place,1,"['want', 'healthy', 'authentic', 'ethic', 'food', 'try', 'place']"
i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area ,1,"['continue', 'come', 'ladies', 'night', 'andddd', 'date', 'night', 'highly', 'recommend', 'place', 'anyone', 'area']"
i have been here several times in the past and the experience has always been great,1,"['several', 'times', 'past', 'experience', 'always', 'great']"
we walked away stuffed and happy about our first vegas buffet experience,1,"['walked', 'away', 'stuffed', 'happy', 'first', 'vegas', 'buffet', 'experience']"
service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,1,"['service', 'excellent', 'prices', 'pretty', 'reasonable', 'considering', 'vegas', 'located', 'inside', 'crystals', 'shopping', 'mall', 'aria']"
to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,1,"['summarize', 'food', 'incredible', 'nay', 'transcendant', 'nothing', 'brings', 'joy', 'quite', 'like', 'memory', 'pneumatic', 'condiment', 'dispenser']"
im probably one of the few people to ever go to ians and not like it,0,"['im', 'probably', 'one', 'people', 'ever', 'go', 'ians', 'like']"
kids pizza is always a hit too with lots of great side dish options for the kiddos,1,"['kids', 'pizza', 'always', 'hit', 'lots', 'great', 'side', 'dish', 'options', 'kiddos']"
service is perfect and the family atmosphere is nice to see,1,"['service', 'perfect', 'family', 'atmosphere', 'nice', 'see']"
cooked to perfection and the service was impeccable,1,"['cooked', 'perfection', 'service', 'impeccable']"
this one is simply a disappointment,0,"['one', 'simply', 'disappointment']"
overall i was very disappointed with the quality of food at bouchon,0,"['overall', 'disappointed', 'quality', 'food', 'bouchon']"
i dont have to be an accountant to know im getting screwed,0,"['dont', 'accountant', 'know', 'im', 'getting', 'screwed']"
great place to eat reminds me of the little mom and pop shops in the san francisco bay area,1,"['great', 'place', 'eat', 'reminds', 'little', 'mom', 'pop', 'shops', 'san', 'francisco', 'bay', 'area']"
today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,1,"['today', 'first', 'taste', 'buldogis', 'gourmet', 'hot', 'dog', 'tell', 'ever', 'thought', 'possible']"
left very frustrated,0,"['left', 'frustrated']"
ill definitely be in soon again,1,"['ill', 'definitely', 'soon']"
food was really good and i got full petty fast,1,"['food', 'really', 'good', 'got', 'full', 'petty', 'fast']"
service was fantastic,1,"['service', 'fantastic']"
total waste of time,0,"['total', 'waste', 'time']"
i dont know what kind it is but they have the best iced tea,1,"['dont', 'know', 'kind', 'best', 'iced', 'tea']"
come hungry leave happy and stuffed,1,"['come', 'hungry', 'leave', 'happy', 'stuffed']"
for service i give them no stars,0,"['service', 'give', 'stars']"
i can assure you that you wont be disappointed,1,"['assure', 'wont', 'disappointed']"
i can take a little bad service but the food sucks,0,"['take', 'little', 'bad', 'service', 'food', 'sucks']"
gave up trying to eat any of the crust teeth still sore,0,"['gave', 'trying', 'eat', 'crust', 'teeth', 'still', 'sore']"
but now i was completely grossed out,0,"['completely', 'grossed']"
i really enjoyed eating here,1,"['really', 'enjoyed', 'eating']"
first time going but i think i will quickly become a regular,1,"['first', 'time', 'going', 'think', 'quickly', 'become', 'regular']"
our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,1,"['server', 'nice', 'even', 'though', 'looked', 'little', 'overwhelmed', 'needs', 'stayed', 'professional', 'friendly', 'end']"
from what my dinner companions told meeverything was very fresh with nice texture and taste,1,"['dinner', 'companions', 'told', 'meeverything', 'fresh', 'nice', 'texture', 'taste']"
on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,0,"['ground', 'right', 'next', 'table', 'large', 'smeared', 'beensteppedinandtrackedeverywhere', 'pile', 'green', 'bird', 'poop']"
furthermore you cant even find hours of operation on the website,0,"['furthermore', 'cant', 'even', 'find', 'hours', 'operation', 'website']"
weve tried to like this place but after 10 times i think were done with them,0,"['weve', 'tried', 'like', 'place', 'times', 'think', 'done']"
what a mistake that was,0,['mistake']
no complaints,1,['complaints']
this is some seriously good pizza and im an expertconnisseur on the topic,1,"['seriously', 'good', 'pizza', 'im', 'expertconnisseur', 'topic']"
waiter was a jerk,0,"['waiter', 'jerk']"
strike 2 who wants to be rushed,0,"['strike', 'wants', 'rushed']"
these are the nicest restaurant owners ive ever come across,1,"['nicest', 'restaurant', 'owners', 'ive', 'ever', 'come', 'across']"
i never come again,0,"['never', 'come']"
we loved the biscuits,1,"['loved', 'biscuits']"
service is quick and friendly,1,"['service', 'quick', 'friendly']"
ordered an appetizer and took 40 minutes and then the pizza another 10 minutes,0,"['ordered', 'appetizer', 'took', 'minutes', 'pizza', 'another', 'minutes']"
so absolutley fantastic,1,"['absolutley', 'fantastic']"
it was a huge awkward 15lb piece of cow that was 34ths gristle and fat,0,"['huge', 'awkward', '15lb', 'piece', 'cow', '34ths', 'gristle', 'fat']"
definitely will come back here again,1,"['definitely', 'come', 'back']"
i like steiners because its dark and it feels like a bar,1,"['like', 'steiners', 'dark', 'feels', 'like', 'bar']"
wow very spicy but delicious,1,"['wow', 'spicy', 'delicious']"
if youre not familiar check it out,1,"['youre', 'familiar', 'check']"
ill take my business dinner dollars elsewhere,0,"['ill', 'take', 'business', 'dinner', 'dollars', 'elsewhere']"
id love to go back,1,"['id', 'love', 'go', 'back']"
anyway this fs restaurant has a wonderful breakfastlunch,1,"['anyway', 'fs', 'restaurant', 'wonderful', 'breakfastlunch']"
nothing special,0,"['nothing', 'special']"
each day of the week they have a different deal and its all so delicious,1,"['day', 'week', 'different', 'deal', 'delicious']"
not to mention the combination of pears almonds and bacon is a big winner,1,"['mention', 'combination', 'pears', 'almonds', 'bacon', 'big', 'winner']"
will not be back,0,['back']
sauce was tasteless,0,"['sauce', 'tasteless']"
the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,1,"['food', 'delicious', 'spicy', 'enough', 'sure', 'ask', 'spicier', 'prefer', 'way']"
my ribeye steak was cooked perfectly and had great mesquite flavor,1,"['ribeye', 'steak', 'cooked', 'perfectly', 'great', 'mesquite', 'flavor']"
i dont think well be going back anytime soon,0,"['dont', 'think', 'well', 'going', 'back', 'anytime', 'soon']"
food was so gooodd,1,"['food', 'gooodd']"
i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,0,"['far', 'sushi', 'connoisseur', 'definitely', 'tell', 'difference', 'good', 'food', 'bad', 'food', 'certainly', 'bad', 'food']"
i was so insulted,0,['insulted']
the last 3 times i had lunch here has been bad,0,"['last', 'times', 'lunch', 'bad']"
the chicken wings contained the driest chicken meat i have ever eaten,0,"['chicken', 'wings', 'contained', 'driest', 'chicken', 'meat', 'ever', 'eaten']"
the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,1,"['food', 'good', 'enjoyed', 'every', 'mouthful', 'enjoyable', 'relaxed', 'venue', 'couples', 'small', 'family', 'groups', 'etc']"
nargile  i think you are great,1,"['nargile', 'think', 'great']"
best tater tots in the southwest,1,"['best', 'tater', 'tots', 'southwest']"
we loved the place,1,"['loved', 'place']"
definitely not worth the 3 i paid,0,"['definitely', 'worth', 'paid']"
the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough,1,"['vanilla', 'ice', 'cream', 'creamy', 'smooth', 'profiterole', 'choux', 'pastry', 'fresh', 'enough']"
im in az all the time and now have my new spot,1,"['im', 'az', 'time', 'new', 'spot']"
the manager was the worst,0,"['manager', 'worst']"
the inside is really quite nice and very clean,1,"['inside', 'really', 'quite', 'nice', 'clean']"
the food was outstanding and the prices were very reasonable,1,"['food', 'outstanding', 'prices', 'reasonable']"
i dont think ill be running back to carlys anytime soon for food,0,"['dont', 'think', 'ill', 'running', 'back', 'carlys', 'anytime', 'soon', 'food']"
this is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our foodand they kept forgetting things,0,"['due', 'fact', 'took', 'minutes', 'acknowledged', 'another', 'minutes', 'get', 'foodand', 'kept', 'forgetting', 'things']"
love the margaritas too,1,"['love', 'margaritas']"
this was my first and only vegas buffet and it did not disappoint,1,"['first', 'vegas', 'buffet', 'disappoint']"
very good though,1,"['good', 'though']"
the one down note is the ventilation could use some upgrading,0,"['one', 'note', 'ventilation', 'could', 'use', 'upgrading']"
great pork sandwich,1,"['great', 'pork', 'sandwich']"
dont waste your time here,0,"['dont', 'waste', 'time']"
total letdown i would much rather just go to the camelback flower shop and cartel coffee,0,"['total', 'letdown', 'would', 'much', 'rather', 'go', 'camelback', 'flower', 'shop', 'cartel', 'coffee']"
third the cheese on my friends burger was cold,0,"['third', 'cheese', 'friends', 'burger', 'cold']"
we enjoy their pizza and brunch,1,"['enjoy', 'pizza', 'brunch']"
the steaks are all well trimmed and also perfectly cooked,1,"['steaks', 'well', 'trimmed', 'also', 'perfectly', 'cooked']"
we had a group of 70 when we claimed we would only have 40 and they handled us beautifully,1,"['group', 'claimed', 'would', 'handled', 'us', 'beautifully']"
i loved it,1,['loved']
we asked for the bill to leave without eating and they didnt bring that either,0,"['asked', 'bill', 'leave', 'without', 'eating', 'didnt', 'bring', 'either']"
this place is a jewel in las vegas and exactly what ive been hoping to find in nearly ten years living here,1,"['place', 'jewel', 'las', 'vegas', 'exactly', 'ive', 'hoping', 'find', 'nearly', 'ten', 'years', 'living']"
