Phrase,Sentiment,Tokens,Lemmatized_Tokens,Lemmatized_Phrase,Stemmed_Tokens,Stemmed_Phrase
my side greek salad with the greek dressing was so tasty and the pita and hummus was very refreshing,1,"['side', 'greek', 'salad', 'greek', 'dressing', 'tasty', 'pita', 'hummus', 'refreshing']","['side', 'greek', 'salad', 'greek', 'dressing', 'tasty', 'pita', 'hummus', 'refreshing']",my side greek salad with the greek dressing wa so tasty and the pita and hummus wa very refreshing,"['side', 'greek', 'salad', 'greek', 'dress', 'tasti', 'pita', 'hummu', 'refresh']",my side greek salad with the greek dress wa so tasti and the pita and hummu wa veri refresh
we ordered the duck rare and it was pink and tender on the inside with a nice char on the outside,1,"['ordered', 'duck', 'rare', 'pink', 'tender', 'inside', 'nice', 'char', 'outside']","['ordered', 'duck', 'rare', 'pink', 'tender', 'inside', 'nice', 'char', 'outside']",we ordered the duck rare and it wa pink and tender on the inside with a nice char on the outside,"['order', 'duck', 'rare', 'pink', 'tender', 'insid', 'nice', 'char', 'outsid']",we order the duck rare and it wa pink and tender on the insid with a nice char on the outsid
he came running after us when he realized my husband had left his sunglasses on the table,1,"['came', 'running', 'us', 'realized', 'husband', 'left', 'sunglasses', 'table']","['came', 'running', 'u', 'realized', 'husband', 'left', 'sunglass', 'table']",he came running after u when he realized my husband had left his sunglass on the table,"['came', 'run', 'us', 'realiz', 'husband', 'left', 'sunglass', 'tabl']",he came run after us when he realiz my husband had left hi sunglass on the tabl
their chow mein is so good,1,"['chow', 'mein', 'good']","['chow', 'mein', 'good']",their chow mein is so good,"['chow', 'mein', 'good']",their chow mein is so good
they have horrible attitudes towards customers and talk down to each one when customers dont enjoy their food,0,"['horrible', 'attitudes', 'towards', 'customers', 'talk', 'one', 'customers', 'dont', 'enjoy', 'food']","['horrible', 'attitude', 'towards', 'customer', 'talk', 'one', 'customer', 'dont', 'enjoy', 'food']",they have horrible attitude towards customer and talk down to each one when customer dont enjoy their food,"['horribl', 'attitud', 'toward', 'custom', 'talk', 'one', 'custom', 'dont', 'enjoy', 'food']",they have horribl attitud toward custom and talk down to each one when custom dont enjoy their food
the portion was huge,1,"['portion', 'huge']","['portion', 'huge']",the portion wa huge,"['portion', 'huge']",the portion wa huge
loved itfriendly servers great food wonderful and imaginative menu,1,"['loved', 'itfriendly', 'servers', 'great', 'food', 'wonderful', 'imaginative', 'menu']","['loved', 'itfriendly', 'server', 'great', 'food', 'wonderful', 'imaginative', 'menu']",loved itfriendly server great food wonderful and imaginative menu,"['love', 'itfriendli', 'server', 'great', 'food', 'wonder', 'imagin', 'menu']",love itfriendli server great food wonder and imagin menu
the heart attack grill in downtown vegas is an absolutely flatlined excuse for a restaurant,0,"['heart', 'attack', 'grill', 'downtown', 'vegas', 'absolutely', 'flatlined', 'excuse', 'restaurant']","['heart', 'attack', 'grill', 'downtown', 'vega', 'absolutely', 'flatlined', 'excuse', 'restaurant']",the heart attack grill in downtown vega is an absolutely flatlined excuse for a restaurant,"['heart', 'attack', 'grill', 'downtown', 'vega', 'absolut', 'flatlin', 'excus', 'restaur']",the heart attack grill in downtown vega is an absolut flatlin excus for a restaur
not much seafood and like  strings of pasta at the bottom,0,"['much', 'seafood', 'like', 'strings', 'pasta', 'bottom']","['much', 'seafood', 'like', 'string', 'pasta', 'bottom']",not much seafood and like string of pasta at the bottom,"['much', 'seafood', 'like', 'string', 'pasta', 'bottom']",not much seafood and like string of pasta at the bottom
the salad had just the right amount of sauce to not over power the scallop which was perfectly cooked,1,"['salad', 'right', 'amount', 'sauce', 'power', 'scallop', 'perfectly', 'cooked']","['salad', 'right', 'amount', 'sauce', 'power', 'scallop', 'perfectly', 'cooked']",the salad had just the right amount of sauce to not over power the scallop which wa perfectly cooked,"['salad', 'right', 'amount', 'sauc', 'power', 'scallop', 'perfectli', 'cook']",the salad had just the right amount of sauc to not over power the scallop which wa perfectli cook
the ripped banana was not only ripped but petrified and tasteless,0,"['ripped', 'banana', 'ripped', 'petrified', 'tasteless']","['ripped', 'banana', 'ripped', 'petrified', 'tasteless']",the ripped banana wa not only ripped but petrified and tasteless,"['rip', 'banana', 'rip', 'petrifi', 'tasteless']",the rip banana wa not onli rip but petrifi and tasteless
at least think to refill my water before i struggle to wave you over for  minutes,0,"['least', 'think', 'refill', 'water', 'struggle', 'wave', 'minutes']","['least', 'think', 'refill', 'water', 'struggle', 'wave', 'minute']",at least think to refill my water before i struggle to wave you over for minute,"['least', 'think', 'refil', 'water', 'struggl', 'wave', 'minut']",at least think to refil my water befor i struggl to wave you over for minut
this place receives stars for their appetizers,1,"['place', 'receives', 'stars', 'appetizers']","['place', 'receives', 'star', 'appetizer']",this place receives star for their appetizer,"['place', 'receiv', 'star', 'appet']",thi place receiv star for their appet
the cocktails are all handmade and delicious,1,"['cocktails', 'handmade', 'delicious']","['cocktail', 'handmade', 'delicious']",the cocktail are all handmade and delicious,"['cocktail', 'handmad', 'delici']",the cocktail are all handmad and delici
wed definitely go back here again,1,"['wed', 'definitely', 'go', 'back']","['wed', 'definitely', 'go', 'back']",wed definitely go back here again,"['wed', 'definit', 'go', 'back']",wed definit go back here again
we are so glad we found this place,1,"['glad', 'found', 'place']","['glad', 'found', 'place']",we are so glad we found this place,"['glad', 'found', 'place']",we are so glad we found thi place
great food and service huge portions and they give a military discount,1,"['great', 'food', 'service', 'huge', 'portions', 'give', 'military', 'discount']","['great', 'food', 'service', 'huge', 'portion', 'give', 'military', 'discount']",great food and service huge portion and they give a military discount,"['great', 'food', 'servic', 'huge', 'portion', 'give', 'militari', 'discount']",great food and servic huge portion and they give a militari discount
always a great time at dos gringos,1,"['always', 'great', 'time', 'dos', 'gringos']","['always', 'great', 'time', 'do', 'gringo']",always a great time at do gringo,"['alway', 'great', 'time', 'do', 'gringo']",alway a great time at do gringo
updatewent back for a second time and it was still just as amazing,1,"['updatewent', 'back', 'second', 'time', 'still', 'amazing']","['updatewent', 'back', 'second', 'time', 'still', 'amazing']",updatewent back for a second time and it wa still just a amazing,"['updatew', 'back', 'second', 'time', 'still', 'amaz']",updatew back for a second time and it wa still just as amaz
we got the food and apparently they have never heard of salt and the batter on the fish was chewy,0,"['got', 'food', 'apparently', 'never', 'heard', 'salt', 'batter', 'fish', 'chewy']","['got', 'food', 'apparently', 'never', 'heard', 'salt', 'batter', 'fish', 'chewy']",we got the food and apparently they have never heard of salt and the batter on the fish wa chewy,"['got', 'food', 'appar', 'never', 'heard', 'salt', 'batter', 'fish', 'chewi']",we got the food and appar they have never heard of salt and the batter on the fish wa chewi
a great way to finish a great,1,"['great', 'way', 'finish', 'great']","['great', 'way', 'finish', 'great']",a great way to finish a great,"['great', 'way', 'finish', 'great']",a great way to finish a great
the deal included  tastings and  drinks and jeff went above and beyond what we expected,1,"['deal', 'included', 'tastings', 'drinks', 'jeff', 'went', 'beyond', 'expected']","['deal', 'included', 'tasting', 'drink', 'jeff', 'went', 'beyond', 'expected']",the deal included tasting and drink and jeff went above and beyond what we expected,"['deal', 'includ', 'tast', 'drink', 'jeff', 'went', 'beyond', 'expect']",the deal includ tast and drink and jeff went abov and beyond what we expect
 really really good rice all the time,1,"['really', 'really', 'good', 'rice', 'time']","['really', 'really', 'good', 'rice', 'time']",really really good rice all the time,"['realli', 'realli', 'good', 'rice', 'time']",realli realli good rice all the time
the service was meh,0,"['service', 'meh']","['service', 'meh']",the service wa meh,"['servic', 'meh']",the servic wa meh
it took over  min to get their milkshake which was nothing more than chocolate milk,0,"['took', 'min', 'get', 'milkshake', 'nothing', 'chocolate', 'milk']","['took', 'min', 'get', 'milkshake', 'nothing', 'chocolate', 'milk']",it took over min to get their milkshake which wa nothing more than chocolate milk,"['took', 'min', 'get', 'milkshak', 'noth', 'chocol', 'milk']",it took over min to get their milkshak which wa noth more than chocol milk
i guess i should have known that this place would suck because it is inside of the excalibur but i didnt use my common sense,0,"['guess', 'known', 'place', 'would', 'suck', 'inside', 'excalibur', 'didnt', 'use', 'common', 'sense']","['guess', 'known', 'place', 'would', 'suck', 'inside', 'excalibur', 'didnt', 'use', 'common', 'sense']",i guess i should have known that this place would suck because it is inside of the excalibur but i didnt use my common sense,"['guess', 'known', 'place', 'would', 'suck', 'insid', 'excalibur', 'didnt', 'use', 'common', 'sens']",i guess i should have known that thi place would suck becaus it is insid of the excalibur but i didnt use my common sens
the scallop dish is quite appalling for value as well,0,"['scallop', 'dish', 'quite', 'appalling', 'value', 'well']","['scallop', 'dish', 'quite', 'appalling', 'value', 'well']",the scallop dish is quite appalling for value a well,"['scallop', 'dish', 'quit', 'appal', 'valu', 'well']",the scallop dish is quit appal for valu as well
 times  very bad customer service ,0,"['times', 'bad', 'customer', 'service']","['time', 'bad', 'customer', 'service']",time very bad customer service,"['time', 'bad', 'custom', 'servic']",time veri bad custom servic
the sweet potato fries were very good and seasoned well,1,"['sweet', 'potato', 'fries', 'good', 'seasoned', 'well']","['sweet', 'potato', 'fry', 'good', 'seasoned', 'well']",the sweet potato fry were very good and seasoned well,"['sweet', 'potato', 'fri', 'good', 'season', 'well']",the sweet potato fri were veri good and season well
today is the second time ive been to their lunch buffet and it was pretty good,1,"['today', 'second', 'time', 'ive', 'lunch', 'buffet', 'pretty', 'good']","['today', 'second', 'time', 'ive', 'lunch', 'buffet', 'pretty', 'good']",today is the second time ive been to their lunch buffet and it wa pretty good,"['today', 'second', 'time', 'ive', 'lunch', 'buffet', 'pretti', 'good']",today is the second time ive been to their lunch buffet and it wa pretti good
there is so much good food in vegas that i feel cheated for wasting an eating opportunity by going to rice and company,0,"['much', 'good', 'food', 'vegas', 'feel', 'cheated', 'wasting', 'eating', 'opportunity', 'going', 'rice', 'company']","['much', 'good', 'food', 'vega', 'feel', 'cheated', 'wasting', 'eating', 'opportunity', 'going', 'rice', 'company']",there is so much good food in vega that i feel cheated for wasting an eating opportunity by going to rice and company,"['much', 'good', 'food', 'vega', 'feel', 'cheat', 'wast', 'eat', 'opportun', 'go', 'rice', 'compani']",there is so much good food in vega that i feel cheat for wast an eat opportun by go to rice and compani
